,Household_ID,N_catg1,N_catg2,N_catg3,N_catg4,N_catg5,N_catg6,N_catg7,N_catg8,N_catg9,N_catg10,N_catg11,N_catg12,N_catg13,N_catg14,N_catg15,E_catg1,E_catg2,E_catg3,E_catg4,E_catg5,E_catg6,E_catg7,E_catg8,E_catg9,E_catg10,E_catg11,E_catg12,E_catg13,E_catg14,E_catg15,Household_Income,Age_Household_Head,Number_Of_Kids,Total_Number_Of_Transactions,Number_Of_Online_Purchase,Number_Of_Stores_Visited,Number_Of_Returns,Number_Of_Different_Categories
2993,108269155,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,669.96,0,0,0,0,0,0,110.98,0,7,50,0,1,0,1,2,2
2994,108269435,2,0,0,0,0,0,9,0,0,1,1,0,3,0,0,383.98,0,0,0,0,0,2679.89,0,0,89.97,79.99,0,559.97,0,0,7,64,0,2,0,2,1,5
2995,108274104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,899.99,0,0,0,0,0,239.99,0,0,0,242.99,NA,NA,0,2,0,2,2,3
2996,108274678,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.98,0,0,NA,30,0,1,0,1,2,1
2997,108280826,2,0,0,0,0,0,0,0,1,0,1,4,0,0,0,269.96,0,0,0,0,0,0,0,29.99,0,99.99,994.91,0,0,0,4,32,0,1,0,1,0,4
2998,108280885,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439.98,0,0,0,0,0,79.99,0,0,0,0,NA,NA,0,1,0,1,0,2
2999,108286245,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,229.97,0,0,0,9,42,1,1,0,1,0,2
3000,108295131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.99,0,7,66,0,1,0,1,0,1
3001,108296266,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189.98,46.97,0,1,38,0,1,0,1,0,2
3002,108296383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.99,6,40,2,1,0,1,0,1
3003,108297814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,1,0,1,0,1
3004,108307024,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.99,0,0,0,0,0,0,0,0,0,0,0,1919.96,0,0,7,46,0,2,0,2,0,2
3005,108310549,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,199.99,0,7,NA,2,1,0,1,0,2
3006,108310670,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17.99,989.97,0,0,0,6,54,0,1,0,1,0,2
3007,108314001,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.98,0,0,0,0,6,76,0,1,0,1,0,1
3008,108315542,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.97,0,4,58,0,1,0,1,0,1
3009,108320685,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,113.99,0,0,0,0,0,0,0,0,0,0,0,0,107.98,0,9,60,0,2,0,2,0,2
3010,108324399,3,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1020.47,0,0,0,0,0,0,0,0,0,149.98,0,0,139.98,0,8,42,2,2,5,1,6,4
3011,108326330,7,3,0,0,0,0,2,0,5,0,7,1,4,0,1,546.93,62.96,0,0,0,0,90.1,0,184.96,0,129.97,299.99,362.99,0,79.99,9,52,2,2,0,2,8,8
3012,108332775,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,529.98,0,0,0,0,0,0,1709.97,0,0,0,7,56,2,1,0,1,0,2
3013,108338207,4,1,0,0,2,0,2,0,0,1,4,0,2,2,1,40.96,15.98,0,0,579.98,0,389.58,0,0,29.99,49.95,0,304.98,261.98,29.99,NA,48,0,3,0,3,0,9
3014,108342756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,0,0,0,0,0,9,NA,0,1,0,1,0,1
3015,108343164,2,0,0,0,1,0,1,0,0,1,3,0,6,1,0,504.98,0,0,0,633.99,0,76,0,0,39.99,0,0,959.94,199.99,0,2,48,0,1,0,1,6,7
3016,108347658,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,1549.98,0,0,0,6,84,0,1,0,1,0,2
3017,108350241,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,99.98,0,0,0,0,0,0,0,0,0,0,0,139.99,159.99,0,NA,NA,0,1,0,1,0,3
3018,108350976,0,0,0,0,1,0,6,0,2,0,0,3,0,0,0,0,0,0,0,149.99,0,726.95,0,99.98,0,0,939.97,0,0,0,NA,44,0,2,0,2,0,4
3019,108351997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.99,0,0,5,50,0,1,0,1,0,1
3020,108353866,1,0,0,0,4,0,0,1,0,0,0,0,1,0,1,19.99,0,0,0,451.98,0,0,199.99,0,0,0,0,499.99,0,6.99,6,34,3,1,0,1,0,5
3021,108354983,0,0,0,1,0,1,7,0,0,1,0,0,2,2,2,0,0,0,443.62,0,0.5,2340.91,0,0,59.98,0,0,1629.98,469.97,149.99,7,34,0,1,0,1,2,7
3022,108355290,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,0,1,0,1,0,1
3023,108355665,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,189.98,79.99,0,0,0,1,54,0,2,0,2,0,4
3024,108365849,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.96,0,0,0,0,0,0,0,34.99,0,0,0,0,0,0,6,48,0,1,0,1,0,2
3025,108367139,5,0,0,0,1,0,0,0,0,0,0,0,7,2,0,739.94,0,0,0,49.99,0,0,0,0,0,0,0,750.93,349.98,0,NA,30,0,1,0,1,2,4
3026,108373448,1,0,0,0,3,0,0,0,1,1,5,1,0,0,0,49.99,0,0,0,414.97,0,0,0,54.98,33.48,314.95,199.99,0,0,0,5,52,0,3,12,0,0,6
3027,108374278,0,0,0,0,0,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,199.98,0,0,6,0,0,329.98,98.97,0,3,NA,0,1,0,1,2,4
3028,108377973,0,0,0,0,2,0,0,0,1,0,5,2,0,0,0,0,0,0,0,29.99,0,0,0,39.99,0,86.95,269.98,0,0,0,4,80,0,1,0,1,2,4
3029,108380007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,1,1,0,1,0,1
3030,108381003,5,0,0,0,2,0,0,0,0,0,0,0,0,2,0,580.88,0,0,0,134.96,0,0,0,0,0,0,0,0,349.98,0,4,44,0,2,0,2,0,3
3031,108384243,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,139.99,0,0,0,0,129.99,0,0,6,48,1,1,0,1,0,2
3032,108386440,0,0,0,1,0,0,0,0,0,0,1,6,0,0,1,0,0,0,400,0,0,0,0,0,0,19.99,1529.94,0,0,0,4,62,0,1,0,1,0,4
3033,108386772,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.98,0,0,0,0,0,0,0,0,0,0,7,42,0,1,0,1,0,1
3034,108393063,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1309.94,0,0,0,0,0,0,0,0,49.98,0,NA,NA,0,1,0,1,0,2
3035,108398315,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694.97,0,0,0,NA,NA,0,1,0,1,6,1
3036,108400060,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.99,0,0,0,0,0,0,0,7,22,1,1,0,1,2,1
3037,108406193,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79.98,0,0,0,0,0,0,0,0,0,0,0,0,79.99,0,8,46,2,1,2,0,0,2
3038,108408435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60,0,1,0,1,0,1
3039,108409004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.99,0,0,0,0,8,NA,0,1,0,1,0,1
3040,108409224,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,149.99,0,0,0,0,0,0,0,379.99,0,0,2,82,0,1,0,1,0,2
3041,108414701,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,1,2,1
3042,108415288,0,0,0,0,1,0,0,0,0,0,2,1,0,4,1,0,0,0,0,34.99,0,0,0,0,0,129.96,179.99,0,405.96,99.99,4,60,0,1,0,1,0,5
3043,108420046,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,0,1,0,1
3044,108422222,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1,29.98,0,0,0,0,0,0,155.96,0,0,0,0,0,0,0,7,99,1,1,0,1,2,3
3045,108423684,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.98,0,0,0,0,0,0,0,3,74,0,1,0,1,0,1
3046,108425823,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.99,0,6,60,0,1,0,1,12,2
3047,108427245,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,249.97,0,0,0,0,0,0,0,189.99,0,0,0,0,0,0,4,86,0,1,0,1,0,2
3048,108428023,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.84,0,0,0,0,0,0,0,9,54,0,1,0,1,8,1
3049,108430612,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.94,0,0,2,40,0,1,0,1,0,1
3050,108434444,2,0,0,0,1,0,1,0,4,1,0,0,1,4,4,72.98,0,0,0,9.99,0,10,0,1363.41,0,0,0,109.99,209.96,29.99,7,56,1,2,0,2,10,8
3051,108439858,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.98,0,0,0,0,0,0,4,50,0,1,0,1,0,1
3052,108441626,2,0,0,0,0,0,0,2,1,0,0,0,2,0,1,13.98,0,0,0,0,0,0,409.98,49.97,0,0,0,499.98,0,159.98,6,24,0,2,0,2,2,5
3053,108451508,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,513.02,0,0,0,0,0,139.98,0,0,6,64,0,1,0,1,0,2
3054,108452572,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,39.99,39.99,0,0,2079.98,0,0,8,64,0,1,0,1,8,5
3055,108457689,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.99,0,0,7,62,0,1,0,1,0,1
3056,108459147,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,469.99,0,0,0,0,0,0,0,0,19.99,0,NA,24,0,1,0,1,0,2
3057,108471778,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.98,0,0,0,29.99,0,0,0,0,0,0,0,0,0,0,9,38,1,1,0,1,0,2
3058,108471949,5,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1410.94,0,0,400,0,0,0,0,49.97,0,0,0,0,459.97,0,6,36,1,1,0,1,0,5
3059,108474054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,62,0,1,0,1,0,1
3060,108474868,1,0,0,0,7,0,0,5,0,1,0,0,0,1,0,7.99,0,0,0,389.08,0,0,477.94,0,3.99,0,0,0,19.99,0,NA,20,0,1,0,1,0,5
3061,108475050,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1159.92,0,0,0,0,0,69.99,0,0,53.97,0,3,50,0,1,0,1,0,3
3062,108481469,2,0,0,0,3,0,2,0,0,0,0,2,0,1,0,57.28,0,0,0,229.96,0,256.08,0,0,0,0,1249.98,0,69.99,0,6,38,2,1,0,1,0,5
3063,108483752,1,0,0,0,1,0,0,0,1,0,2,0,2,1,0,99.99,0,0,0,69.99,0,0,0,99.99,0,199.99,0,419.98,229.99,0,8,44,4,1,0,1,2,6
3064,108485516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.99,0,0,0,8,76,0,1,0,1,0,1
3065,108487016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.99,0,0,0,0,NA,NA,0,1,0,1,0,1
3066,108487825,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,161.49,0,0,0,0,0,0,0,0,0,31.93,119.99,0,0,0,7,76,0,1,0,1,0,3
3067,108488607,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134.98,0,0,0,NA,24,0,1,0,1,2,2
3068,108492689,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,169.99,0,0,24.99,749.97,0,0,0,7,52,0,1,0,1,0,3
3069,108492913,7,0,0,1,5,0,0,0,5,1,13,2,1,3,1,1134.92,0,0,400,309.95,0,0,0,79.96,37.5,359.92,1274.98,39.96,721.95,0,7,54,2,5,2,4,14,10
3070,108497214,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,99.99,0,212.96,89.99,0,0,0,6,30,0,1,0,1,0,3
3071,108497458,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,49.99,99.98,0,0,0,99.96,0,6,46,0,1,0,1,0,3
3072,108500416,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,198.97,0,0,0,201.93,0,0,0,0,0,0,0,0,0,0,7,28,0,3,0,3,6,2
3073,108502005,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.99,0,0,9,42,0,1,0,1,0,2
3074,108512124,3,0,0,0,4,0,0,0,0,0,0,2,2,4,0,144.94,0,0,0,120,0,0,0,0,0,0,219.98,149.99,1325.95,0,8,42,1,3,0,3,6,5
3075,108512468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.99,0,0,0,0,NA,NA,0,1,0,1,0,1
3076,108514653,4,0,0,0,0,0,0,0,1,1,2,0,1,1,0,299.96,0,0,0,0,0,0,0,248.82,5,169.98,0,179.99,99.99,0,9,62,0,5,34,1,0,6
3077,108516757,4,2,0,0,0,0,1,0,0,1,0,0,1,1,0,142.97,206.99,0,0,0,0,0,0,0,0.01,0,0,0.01,159.99,0,6,42,2,4,0,4,4,6
3078,108520653,1,0,0,0,0,0,0,0,1,0,2,0,0,2,0,299.99,0,0,0,0,0,0,0,12.99,0,0,0,0,0,0,1,32,1,1,0,1,8,4
3079,108521931,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,749.97,189.98,0,0,7,60,0,2,0,2,0,2
3080,108522086,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149.97,0,199.99,7,50,0,1,0,1,0,2
3081,108525831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.99,NA,NA,0,1,0,1,0,1
3082,108527044,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,64.98,2265.69,0,0,0,NA,38,0,1,0,1,0,2
3083,108529029,5,2,0,0,4,1,1,0,5,1,8,8,2,0,0,661.95,429.95,0,0,401.96,0,100,0,354.94,0.02,323.91,5574.9,1339.98,0,0,7,34,0,2,0,2,0,10
3084,108530417,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,39.98,0,0,0,0,0,0,0,0,0,0,0,0,0,300.01,6,32,3,1,0,1,0,3
3085,108531792,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440.95,0,0,NA,30,0,1,0,1,2,3
3086,108535177,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1949.96,0,0,0,7,NA,0,1,0,1,6,2
3087,108535594,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,536.94,0,0,0,0,0,0,0,109,0,0,49.99,0,0,4,68,0,1,0,1,0,3
3088,108535999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,0,3,36,3,1,0,1,0,1
3089,108537996,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1493.92,0,0,0,0,0,0,0,26.99,0,0,NA,NA,0,1,0,1,0,2
3090,108541963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.99,0,0,0,0,7,56,0,1,0,1,0,1
3091,108542031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.99,0,0,0,3,36,0,1,0,1,0,1
3092,108542396,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,79.99,0,179.97,549.99,0,0,0,9,44,0,1,0,1,0,3
3093,108543037,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.98,0,0,0,0,0,0,0,0,0,0,9,54,0,1,0,1,0,1
3094,108543723,0,0,0,0,4,0,0,0,0,0,6,3,0,1,0,0,0,0,0,937.93,0,0,0,0,0,274.96,1019.97,0,16.99,0,8,44,3,3,0,3,4,4
3095,108544546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.97,0,0,0,0,6,46,0,1,0,1,0,1
3096,108546895,1,0,0,0,3,0,1,1,0,1,0,0,2,0,0,129.99,0,0,0,809.97,0,50,249.99,0,0,0,0,749.99,0,0,8,44,0,4,0,4,0,6
3097,108550193,0,0,0,0,3,0,0,0,0,1,0,2,2,1,0,0,0,0,0,629.97,0,0,0,0,-54.99,0,47.12,114.98,16.99,0,NA,NA,0,1,0,1,6,5
3098,108551598,0,0,0,0,3,0,0,0,1,0,3,1,0,0,0,0,0,0,0,734.98,0,0,0,99.99,0,71.96,949.99,0,0,0,6,26,0,2,1,1,0,4
3099,108556357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,1,1,0,1,0,1
3100,108556805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.99,0,0,0,0,6,64,0,1,0,1,0,1
3101,108558799,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,370.08,0,0,0,0.01,0,0,0,0,0,0,0,0,394.98,0,3,32,0,1,0,1,0,3
3102,108566769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,3,1,0,1,0,1
3103,108570442,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,229.98,0,0,0,0,39.99,204.96,0,7,82,0,2,0,2,2,3
3104,108575583,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.97,0,0,0,0,0,0,0,4,24,1,1,0,1,0,1
3105,108580399,1,0,0,0,0,0,0,0,3,0,4,0,3,0,0,129.99,0,0,0,0,0,0,0,189.97,0,114.97,0,139.99,0,0,8,42,2,3,1,2,6,4
3106,108582964,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,634.91,0,0,0,0,0,0,0,0,21.99,0,6,42,1,1,0,1,0,2
3107,108583663,0,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,475.97,0,0,0,0,0,0,0,0.01,0,299.99,8,0,0,7,40,1,1,0,1,0,4
3108,108584267,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34.99,819.97,0,0,0,5,70,0,1,0,1,0,2
3109,108584953,1,0,0,0,2,0,0,0,1,0,5,3,1,0,0,299.99,0,0,0,69.99,0,0,0,19.99,0,439.91,869.98,109.98,0,0,NA,NA,0,1,0,1,4,6
3110,108589247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,52,1,1,0,1,0,1
3111,108602305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,32,0,1,0,1,0,1
3112,108604418,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,220.98,0,259.97,0,199.99,0,199.99,9,36,0,1,0,1,0,4
3113,108619986,0,0,0,0,1,0,0,4,0,0,3,0,0,1,3,0,0,0,0,19.99,0,0,313.97,0,0,0,0,0,99.99,304.95,3,36,0,1,0,1,9,5
3114,108620814,1,0,0,0,7,0,0,1,0,1,2,0,0,2,0,332.49,0,0,0,914.87,0,0,129.99,0,34.99,-150,0,0,399.96,0,2,NA,0,2,0,2,1,6
3115,108622202,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79.98,0,0,0,0,0,0,0,0,50.97,0,NA,NA,0,1,0,1,0,2
3116,108623806,1,0,0,0,10,0,1,0,0,1,4,5,2,1,1,579.96,0,0,0,277.93,0,20,0,0,0,113.96,804.96,249.96,0,0,NA,NA,0,3,0,3,16,9
3117,108628290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0,6,54,1,1,0,1,0,1
3118,108635710,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,149.93,0,-7.98,0,0,0,0,7,40,2,1,0,1,3,2
3119,108637572,1,0,0,0,0,0,0,0,2,0,2,1,1,0,2,229.99,0,0,0,0,0,0,0,344.97,0,34.98,99.99,159.99,0,104.98,8,44,1,1,0,1,0,6
3120,108639335,4,0,0,0,4,0,0,0,0,0,2,3,0,1,0,303.95,0,0,0,391.99,0,0,0,0,0,43.98,1599.97,0,13.99,0,7,42,3,1,0,1,8,5
3121,108642418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.99,0,0,3,74,0,1,0,1,0,1
3122,108643011,1,0,0,0,2,0,1,0,0,0,2,0,1,1,0,89.99,0,0,0,304.98,0,25,0,0,0,49.98,0,29.96,16.99,0,6,34,0,3,0,3,0,6
3123,108644784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.99,0,0,0,0,5,NA,0,1,0,1,0,1
3124,108655329,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,38,1,1,0,1,0,1
3125,108656038,0,0,0,0,3,1,0,0,0,1,1,1,5,3,3,0,0,0,0,629.98,25,0,0,0,29.99,24.99,1199.99,1609.97,489.97,929.96,9,46,1,1,0,1,10,8
3126,108662077,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,229.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,1,1,2,0,0,2
3127,108663197,1,0,0,0,0,0,1,3,0,0,2,0,1,1,2,14.99,0,0,0,0,0,50,163.96,0,0,59.98,0,99.99,0,49.98,9,62,0,2,0,2,2,7
3128,108666053,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.98,0,0,0,0,0,0,0,0,0,0,8,30,0,1,0,1,0,1
3129,108669439,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,139.98,0,0,0,0,0,0,0,0,1,0,0,149.99,59.99,0,3,36,0,1,0,1,0,4
3130,108670308,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,77.96,0,0,0,0,0,0,0,34.98,0,0,99.99,0,0,0,4,50,2,1,0,1,2,3
3131,108673496,2,0,0,0,1,0,0,0,0,1,4,4,1,0,0,229.98,0,0,0,379.99,0,0,0,0,0,269.92,0,119.99,0,0,4,42,2,4,0,4,6,6
3132,108676416,6,0,0,0,1,0,0,7,3,0,3,0,4,0,0,864.96,0,0,0,59.99,0,0,906.76,84.61,0,137.97,0,469.96,0,0,6,54,0,2,0,2,4,6
3133,108678624,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.99,0,0,0,0,NA,NA,0,1,0,1,2,1
3134,108684405,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,94.99,0,0,0,0,0,0,0,0,29.99,0,0,199.99,0,0,NA,NA,0,1,0,1,0,3
3135,108686070,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14.99,0,0,0,0,0,0,0,0,0,0,209.98,0,0,4,32,0,1,0,1,0,2
3136,108693137,3,0,0,0,1,0,0,0,2,0,1,0,0,0,0,189.97,0,0,0,129.99,0,0,0,334.98,0,39.98,0,0,0,0,8,58,1,1,0,1,4,4
3137,108693141,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,62.98,139.98,179.98,0,0,5,52,0,1,0,1,4,3
3138,108693389,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.96,0,0,0,0,0,0,0,3,NA,0,1,0,1,12,1
3139,108699428,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.99,0,0,0,0,0,0,0,NA,NA,0,1,0,1,0,1
3140,108701411,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.99,0,0,4,42,1,1,0,1,0,1
3141,108709831,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,1299.98,0,0,0,3,42,0,1,0,1,0,2
3142,108710063,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,164.99,0,0,0,0,0,0,207.98,0,0,0,0,0,0,0,NA,40,0,1,0,1,0,2
3143,108710578,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.98,0,0,0,0,3,99,0,1,0,1,0,1
3144,108712355,1,0,0,0,1,0,2,0,0,1,0,0,1,2,0,149.99,0,0,0,469.99,0,547.08,0,0,29.99,0,0,119.99,109.98,0,9,42,3,1,0,1,0,6
3145,108714285,0,0,0,0,0,0,2,0,1,0,1,4,0,0,1,0,0,0,0,0,0,76.98,0,19.99,0,34.99,1719.96,0,0,0,6,64,1,1,0,1,0,5
3146,108720151,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,449.99,0,0,0,NA,NA,0,1,0,1,2,2
